NPAFC Salmonid Catch Statistics 1925–2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Whole Country/Province/State,Reporting Area,Species,Catch Type,Data Type,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Japan,Whole country,Honshu Pacific side,Total,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,048.00",921.00,"1,144.00",862.00,"2,259.00","1,493.00","2,311.00","2,844.00","4,141.00","5,891.00","7,473.00","7,728.00","10,447.00","15,528.00","19,493.00","18,119.00","14,259.00","13,700.00","15,756.00","21,154.00","18,311.00","16,414.00","19,689.00","14,477.00","17,846.00","27,201.00","20,338.00","14,237.00","9,428.00","9,974.00","10,982.00","10,536.00","12,023.00","13,117.00","11,679.00",,,,,,,,,,"4,795.27","3,974.30","3,402.60","5,010.68","1,379.70",992.59,277.28,314.83,83.84
Japan,Whole country,Honshu western side,Total,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.00,180.00,243.00,331.00,730.00,365.00,"1,148.00",465.00,975.00,517.00,531.00,389.00,550.00,615.00,600.00,846.00,"1,328.00",963.00,912.00,"1,011.00",385.00,310.00,442.00,453.00,505.00,446.00,259.00,246.00,302.00,389.00,444.00,470.00,416.00,788.00,720.00,,,,,,,,,,787.29,360.69,367.42,407.59,189.68,348.88,136.19,278.78,69.64
Japan,Whole country,Russian Coast,Total,Commercial,Number (000's),"34,381.08","128,347.48","39,222.16","130,396.36","41,231.30","87,255.05","38,849.43","75,450.55","54,625.89","131,238.50","132,454.11","121,026.17","174,549.28","152,306.67","228,126.95","77,781.68","144,719.85","91,583.91","132,357.67","31,652.02","3,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Whole country,Pink,Commercial,Number (000's),"30,804.48","126,510.51","31,609.27","110,560.90","41,036.94","73,760.78","49,090.66","65,855.41","45,162.38","108,293.31","120,952.70","86,604.62","146,405.41","122,540.82","206,040.03","56,728.14","130,221.74","78,364.89","124,820.40","28,500.00","5,400.00","1,100.00","3,000.00",700.00,"6,100.00","3,100.00","5,200.00","20,700.00","17,300.00","20,800.00","55,900.00","58,000.00","81,200.00","64,400.00","76,200.00","45,500.00","56,600.00","34,800.00","64,900.00","33,100.00","61,300.00","40,200.00","64,200.00","38,400.00","65,100.00","32,600.00","44,147.00","23,212.00","39,518.00","24,242.00","41,053.00","21,965.00","31,136.00","16,864.00","23,214.00","21,470.00","24,476.00","20,417.00","23,776.00","19,658.00","23,961.00","14,090.00","16,069.00","13,374.00","14,392.00","10,666.00","16,067.00","13,521.00","17,064.00","19,630.00","14,310.00","20,143.00","8,352.00","15,789.00","10,691.00","16,531.00","6,539.00","15,410.00","14,705.00","8,401.00","11,115.00","7,514.00","16,618.00","8,313.00","11,885.00","9,261.00","6,469.03","3,635.91","4,966.47","2,430.08","1,960.63","10,014.25","1,774.13","7,527.23","1,513.91","4,051.75","1,625.20","1,357.73",713.15
Japan,Whole country,Whole country,Chum,Commercial,Number (000's),"11,911.59","11,397.97","13,071.88","18,472.46","20,335.36","22,594.46","16,832.77","15,271.14","15,367.51","26,535.19","25,857.41","43,811.55","31,723.87","34,511.86","29,189.91","27,665.54","26,377.12","20,964.03","11,463.01","4,100.00","2,500.00","2,200.00","2,700.00","2,700.00","3,700.00","5,400.00","5,900.00","4,187.62","7,200.00","16,900.00","30,100.00","25,534.99","21,500.00","33,345.11","25,811.54","23,047.30","17,471.14","19,600.00","20,135.12","24,609.90","22,200.00","27,884.41","25,534.00","20,691.86","18,645.83","23,700.33","25,670.00","30,012.00","26,145.00","33,648.00","37,068.00","33,157.00","26,363.00","24,264.00","32,203.00","29,176.00","36,599.00","33,913.00","40,252.00","40,967.00","52,709.00","46,119.00","43,293.00","45,977.00","51,824.00","63,417.00","58,031.00","41,689.00","58,938.00","58,220.00","70,191.00","80,881.00","72,228.00","54,325.00","48,170.00","42,551.00","60,668.00","52,031.00","68,403.00","69,663.00","64,342.00","62,063.00","62,021.00","48,513.00","57,414.00","44,930.00","39,384.39","39,981.10","47,482.87","40,980.31","40,056.35","28,801.57","20,153.15","27,641.40","17,069.52","17,852.09","17,758.01","31,008.72","19,419.53"
Japan,Whole country,Whole country,Sockeye,Commercial,Number (000's),"4,325.00","6,562.00","6,943.00","11,994.00","7,976.00","7,895.00","6,424.00","6,753.00","6,439.00","13,060.00","8,984.00","10,872.00","14,129.00","18,151.00","12,839.00","11,283.00","8,948.00","10,892.00","7,890.00","2,752.00",300.00,,,,,,,700.00,"1,600.00","3,800.00","12,500.00","10,300.00","20,100.00","12,900.00","9,900.00","14,500.00","14,200.00","10,800.00","8,900.00","7,200.00","12,200.00","8,000.00","10,700.00","9,200.00","8,400.00","10,000.00","6,600.00","6,900.00","5,900.00","5,500.00","5,200.00","5,100.00","2,797.00","3,175.00","2,943.00","3,202.10","3,071.00","2,464.00","2,483.00","1,902.00","1,294.00",867.00,806.00,341.00,346.00,265.00,211.00,3.00,7.00,,2.00,3.00,3.00,2.00,1.00,1.00,,,2.00,1.00,3.00,1.00,31.00,18.00,1.00,1.00,1.29,<0.5,1.06,<0.5,2.46,1.12,0.63,<0.5,2.43,2.61,0.71,5.19,5.71
Japan,Whole country,Whole country,Coho,Commercial,Number (000's),,,,,,,,600.00,400.00,700.00,"1,700.00","4,700.00","3,200.00","2,200.00","1,500.00",900.00,700.00,"1,000.00",400.00,200.00,,,,,,,,24.00,340.00,"1,398.00","3,576.00","3,875.00",442.00,"4,193.00","2,623.00","2,400.00","1,784.00","2,832.00","3,395.00","5,135.00","3,077.00","1,969.00","1,526.00","2,298.00","4,606.00","2,480.00","2,854.00","3,015.00","4,789.00","4,685.00","4,065.00","3,627.00","1,801.00","3,121.00","1,480.00","1,890.00","1,905.00","2,388.00","1,420.00","1,681.00",894.00,543.00,503.00,298.00,213.00,217.00,164.00,5.00,5.00,7.00,16.00,27.00,38.00,14.00,6.00,2.00,20.00,4.00,34.00,3.00,28.00,25.00,32.00,31.00,31.00,5.00,617.28,1.39,3.12,1.76,10.33,3.67,2.29,2.36,1.13,1.79,31.55,2.71,1.56
Japan,Whole country,Whole country,Chinook,Commercial,Number (000's),40.00,77.00,98.00,69.00,83.00,112.00,78.00,80.00,39.00,70.00,123.00,120.00,156.00,119.00,68.00,73.00,84.00,49.00,6.26,0.02,,,,,,,,1.00,8.00,74.00,76.00,137.00,31.00,91.00,140.00,313.00,118.00,252.00,192.00,618.00,287.00,326.00,240.00,460.00,640.00,590.00,350.00,370.00,290.00,560.00,320.00,490.00,260.00,320.00,310.00,890.00,300.00,280.00,270.00,190.00,190.00,170.00,170.00,90.00,80.00,80.00,70.00,30.00,35.00,29.00,9.00,16.00,46.00,35.00,10.00,10.00,2.00,6.00,6.00,8.00,10.00,8.00,10.00,12.00,6.00,8.00,8.12,3.37,5.11,2.49,2.74,2.10,2.60,1.94,1.73,1.48,3.44,8.93,8.71
Japan,Whole country,Whole country,Cherry,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.00,76.00,114.00,28.00,29.00,9.00,95.00,12.00,11.00,20.00,14.00,13.00,402.00,6.00,887.00,"1,340.00","1,146.00","1,236.00",,,,,,,,,,,,,,
Japan,Whole country,Whole country,Steelhead,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5
Japan,Whole country,High Seas,Pink,Commercial,Number (000's),,,,,0.19,197.00,67.00,"1,346.00","1,793.00","1,251.00","5,970.00","1,300.00","1,230.00","1,483.00","2,047.00","2,495.00","3,923.00","4,200.00",,,,,,,,,,"19,500.00","15,800.00","19,600.00","53,400.00","55,900.00","79,600.00","45,900.00","63,100.00","28,100.00","49,200.00","27,000.00","55,600.00","27,300.00","51,600.00","30,500.00","49,200.00","26,800.00","48,300.00","23,500.00","39,700.00","22,166.00","36,637.00","22,705.00","37,570.00","20,002.00","29,094.00","15,526.00","22,226.00","20,132.00","22,621.00","19,371.00","22,593.00","17,827.00","19,375.00","10,980.00","11,068.00","9,060.00","8,827.00","6,458.00","5,561.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,High Seas,Chum,Commercial,Number (000's),,,,,2.00,169.00,441.00,662.00,"1,792.00","2,649.00","2,913.00","3,023.00","2,802.00","3,856.00","3,818.00","4,589.00","3,162.00","2,392.00",,,,,,,,,,"1,500.00","4,700.00","13,100.00","27,500.00","23,500.00","18,000.00","29,400.00","23,400.00","20,700.00","13,500.00","15,400.00","15,200.00","19,300.00","15,500.00","22,291.00","19,134.00","17,281.00","12,924.00","16,510.00","16,283.00","21,971.00","15,471.00","21,462.00","19,125.00","21,876.00","12,226.00","7,290.00","6,137.00","6,272.00","5,633.00","6,736.00","5,691.00","5,802.00","4,408.00","2,967.00","2,910.00","1,801.00","1,486.00","1,146.00",840.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,High Seas,Sockeye,Commercial,Number (000's),,,,,5.00,307.00,596.00,"1,271.00","2,034.00","4,860.00","2,496.00","3,940.00","5,782.00","4,268.00","5,601.00","3,219.00","4,298.00","1,329.00",,,,,,,,,,700.00,"1,600.00","3,800.00","12,500.00","10,300.00","20,100.00","12,900.00","9,900.00","14,500.00","14,200.00","10,800.00","8,900.00","7,200.00","12,200.00","8,000.00","10,700.00","9,200.00","8,400.00","10,000.00","6,600.00","6,900.00","5,900.00","5,500.00","5,200.00","5,100.00","2,797.00","3,175.00","2,943.00","3,202.10","3,071.00","2,464.00","2,483.00","1,902.00","1,294.00",867.00,806.00,341.00,346.00,265.00,211.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,High Seas,Coho,Commercial,Number (000's),,,,,,,100.00,,,200.00,200.00,400.00,300.00,200.00,200.00,100.00,,,,,,,,,,,,24.00,340.00,"1,398.00","3,576.00","3,875.00",442.00,"4,193.00","2,623.00","2,400.00","1,784.00","2,832.00","3,395.00","5,135.00","3,077.00","1,969.00","1,526.00","2,298.00","4,606.00","2,480.00","2,854.00","3,015.00","4,789.00","4,685.00","4,065.00","3,627.00","1,801.00","3,121.00","1,480.00","1,890.00","1,905.00","2,388.00","1,420.00","1,681.00",894.00,543.00,503.00,298.00,213.00,217.00,164.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,High Seas,Chinook,Commercial,Number (000's),,,,,,3.00,5.00,3.00,1.00,3.00,3.00,2.00,2.00,3.00,2.00,8.00,3.00,1.00,,,,,,,,,,1.00,8.00,74.00,76.00,137.00,31.00,91.00,140.00,313.00,118.00,252.00,192.00,618.00,287.00,326.00,240.00,460.00,640.00,590.00,350.00,370.00,290.00,560.00,320.00,490.00,260.00,320.00,310.00,890.00,300.00,280.00,270.00,190.00,190.00,170.00,170.00,90.00,80.00,80.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,High Seas,Cherry,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,High Seas,Steelhead,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Offshore,Pink,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,725.00","3,330.00","4,028.00","3,624.00","3,603.00","2,206.00","3,764.00","3,845.00","2,458.00","2,425.00","2,906.00","2,799.00","2,829.00","2,471.00","2,208.00","2,158.00","1,956.00","1,878.00","2,196.00","1,464.00","1,598.00","1,330.91",944.66,252.97,832.74,744.20,519.51,485.26,51.62,484.39,613.05,517.50
Japan,Whole country,Offshore,Chum,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,85.00,167.00,173.00,161.00,125.00,197.00,189.00,156.00,119.00,163.00,156.00,158.00,158.00,139.00,150.00,142.00,144.00,144.00,123.00,131.00,106.48,210.49,165.19,213.16,195.45,92.93,76.47,97.78,41.10,34.04,26.01
Japan,Whole country,Offshore,Sockeye,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.75,0.87,<0.5,<0.5,2.43,2.61,0.71,2.38,4.49
Japan,Whole country,Offshore,Coho,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5,,,,<0.5,<0.5,,<0.5,<0.5,<0.5,<0.5
Japan,Whole country,Offshore,Chinook,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5,,,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,0.73
Japan,Whole country,Offshore,Cherry,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.00,76.00,114.00,28.00,29.00,9.00,95.00,12.00,11.00,20.00,14.00,13.00,10.00,6.00,8.00,7.00,3.00,,,,,,,,,,,,,,,
Japan,Whole country,Offshore,Steelhead,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Inshore,Pink,Commercial,Number (000's),"8,400.00","11,500.00","8,600.00","8,300.00","24,400.00","11,900.00","27,400.00","8,600.00","7,200.00","7,100.00","10,600.00","9,900.00","9,400.00","10,700.00","7,100.00","3,800.00","8,400.00","5,800.00","2,200.00","2,300.00","2,700.00","1,100.00","3,000.00",700.00,"6,100.00","3,100.00","5,200.00","1,200.00","1,500.00","1,200.00","2,500.00","2,100.00","1,600.00","18,500.00","13,100.00","17,400.00","7,400.00","7,800.00","9,300.00","5,800.00","9,700.00","9,700.00","15,000.00","11,600.00","16,800.00","9,100.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,306.00","14,460.00","6,357.00","10,007.00","7,065.00","5,005.03","2,037.91","3,635.56","1,485.42",,,,,,,,,
Japan,Whole country,Inshore,Chum,Commercial,Number (000's),"4,300.00","4,700.00","3,900.00","2,400.00","3,800.00","5,200.00","5,500.00","3,300.00","2,300.00","4,700.00","5,600.00","3,600.00","3,000.00","4,400.00","4,600.00","3,400.00","2,800.00","2,500.00","2,100.00","1,600.00","2,300.00","2,200.00","2,700.00","2,700.00","3,700.00","5,400.00","5,900.00","2,687.62","2,500.00","3,800.00","2,600.00","2,034.99","3,500.00","3,945.11","2,411.54","2,347.30","3,971.14","4,200.00","4,935.12","5,309.90","6,700.00","5,593.41","6,400.00","3,410.86","5,721.83","7,190.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,924.00","61,871.00","48,371.00","57,270.00","44,786.00","39,261.39","39,850.10","47,376.39","40,769.82",,,,,,,,,
Japan,Whole country,Inshore,Sockeye,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,31.00,18.00,1.00,1.00,1.29,<0.5,<0.5,<0.5,,,,,,,,,
Japan,Whole country,Inshore,Coho,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,32.00,31.00,31.00,5.00,617.28,1.39,3.05,1.76,,,,,,,,,
Japan,Whole country,Inshore,Chinook,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,10.00,12.00,6.00,8.00,8.12,3.37,4.99,2.49,,,,,,,,,
Japan,Whole country,Inshore,Cherry,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.00,"1,333.00","1,143.00","1,236.00",,,,,,,,,,,,,,
Japan,Whole country,Inshore,Steelhead,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5,<0.5,<0.5,<0.5,,,,,,,,,
Japan,Whole country,Hokkaido Pacific side,Pink,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.00,376.00,519.00,411.00,472.00,671.00,284.00,365.00,293.00,414.00,239.00,280.00,234.00,420.00,798.00,735.00,"1,506.00","1,293.00","1,040.00",873.00,"2,461.00","1,717.00","2,249.00","2,105.00","1,791.00","2,043.00","1,397.00","2,398.00","1,424.00","3,194.00",771.00,"2,654.00","1,444.00",836.00,"1,060.00",,,,,,,,,,296.94,"1,442.20",114.32,946.18,142.58,298.31,93.90,508.55,153.79
Japan,Whole country,Hokkaido Pacific side,Chum,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,363.00","3,783.00","5,933.00","7,978.00","12,287.00","6,504.00","8,792.00","9,832.00","15,029.00","12,596.00","16,227.00","14,390.00","17,530.00","14,839.00","24,027.00","18,832.00","18,885.00","21,955.00","26,209.00","27,807.00","25,377.00","16,505.00","25,199.00","28,419.00","31,645.00","31,688.00","31,924.00","24,015.00","23,579.00","20,402.00","32,737.00","25,887.00","34,386.00","31,592.00","29,306.00",,,,,,,,,,"16,881.65","11,177.55","5,697.76","9,106.79","6,486.29","4,904.21","3,514.69","6,266.92","3,930.24"
Japan,Whole country,Hokkaido Pacific side,Sockeye,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,4.00,,2.00,3.00,3.00,2.00,1.00,1.00,,,2.00,1.00,3.00,,,,,,,,,,1.71,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,2.81,1.20
Japan,Whole country,Hokkaido Pacific side,Coho,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,5.00,3.00,10.00,21.00,30.00,11.00,6.00,2.00,16.00,4.00,29.00,2.00,7.00,,,,,,,,,,8.41,1.03,1.20,<0.5,<0.5,<0.5,26.87,0.68,1.30
Japan,Whole country,Hokkaido Pacific side,Chinook,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,33.00,28.00,8.00,15.00,42.00,28.00,7.00,7.00,2.00,5.00,5.00,7.00,7.00,,,,,,,,,,1.94,1.66,2.10,1.09,1.37,1.04,2.38,7.03,7.82
Japan,Whole country,Hokkaido Pacific side,Cherry,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.00,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Hokkaido Pacific side,Steelhead,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5
Japan,Whole country,Hokkaido western and Okhotsk,Pink,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,282.00",482.00,"1,905.00","1,060.00","1,605.00",861.00,651.00,533.00,565.00,686.00,"1,453.00",508.00,847.00,875.00,"1,689.00","1,205.00","2,244.00","2,346.00","3,169.00","2,211.00","6,774.00","8,069.00","11,063.00","12,954.00","8,563.00","13,861.00","4,457.00","8,935.00","5,382.00","10,703.00","3,329.00","9,831.00","9,867.00","4,718.00","7,488.00",,,,,,,,,,"1,410.71","7,608.72",914.38,"5,989.87",880.53,"3,698.82","1,046.14",234.72,41.69
Japan,Whole country,Hokkaido western and Okhotsk,Chum,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,173.00","3,345.00","3,811.00","3,081.00","4,073.00","3,350.00","2,993.00","4,273.00","6,051.00","4,138.00","6,898.00","4,928.00","6,136.00","4,719.00","6,280.00","6,525.00","7,162.00","8,233.00","8,817.00","13,423.00","14,389.00","9,431.00","13,947.00","15,252.00","20,360.00","22,023.00","19,881.00","16,330.00","14,715.00","11,809.00","16,403.00","14,995.00","22,021.00","24,028.00","22,580.00",,,,,,,,,,"17,428.70","13,209.36","10,492.28","13,097.58","8,944.00","11,513.49","13,790.81","24,118.06","15,310.09"
Japan,Whole country,Hokkaido western and Okhotsk,Sockeye,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5
Japan,Whole country,Hokkaido western and Okhotsk,Coho,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,5.00,5.00,2.00,,,1.00,,2.00,,19.00,,,,,,,,,,0.74,<0.5,<0.5,<0.5,<0.5,<0.5,4.28,0.99,<0.5
Japan,Whole country,Hokkaido western and Okhotsk,Chinook,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5
Japan,Whole country,Hokkaido western and Okhotsk,Cherry,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.00,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Hokkaido western and Okhotsk,Steelhead,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Honshu Pacific side,Pink,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,390.00",177.00,369.00,48.00,"1,061.00",355.00,705.00,328.00,88.00,230.00,151.00,245.00,98.00,470.00,"2,018.00",626.00,658.00,331.00,835.00,564.00,"1,271.00",997.00,422.00,543.00,331.00,596.00,291.00,687.00,40.00,175.00,14.00,11.00,595.00,17.00,96.00,,,,,,,,,,<0.5,115.32,1.23,71.68,5.54,3.00,0.76,1.41,<0.5
Japan,Whole country,Honshu Pacific side,Chum,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.00,744.00,775.00,814.00,"1,198.00","1,138.00","1,606.00","2,516.00","4,053.00","5,661.00","7,322.00","7,483.00","10,349.00","15,058.00","17,475.00","17,493.00","13,601.00","13,369.00","14,921.00","20,590.00","17,040.00","15,413.00","19,265.00","13,929.00","17,509.00","26,603.00","20,040.00","13,542.00","9,385.00","9,796.00","10,965.00","10,524.00","11,424.00","13,098.00","11,578.00",,,,,,,,,,"4,793.52","3,856.09","3,400.63","4,936.94","1,373.08",987.74,275.21,311.26,83.56
Japan,Whole country,Honshu Pacific side,Sockeye,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5,<0.5,
Japan,Whole country,Honshu Pacific side,Coho,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,4.00,5.00,1.00,3.00,1.00,,,3.00,,3.00,1.00,2.00,,,,,,,,,,1.12,2.56,<0.5,1.28,0.74,1.50,<0.5,0.69,
Japan,Whole country,Honshu Pacific side,Chinook,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,1.00,1.00,1.00,4.00,7.00,3.00,3.00,,1.00,1.00,1.00,3.00,,,,,,,,,,0.63,<0.5,<0.5,0.79,<0.5,<0.5,0.90,1.48,<0.5
Japan,Whole country,Honshu Pacific side,Cherry,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Honshu Pacific side,Steelhead,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Whole country,Honshu western side,Pink,Commercial,Number (000's),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.00,11.00,88.00,18.00,345.00,76.00,402.00,112.00,42.00,8.00,12.00,13.00,4.00,66.00,81.00,544.00,593.00,344.00,521.00,560.00,,13.00,,,1.00,40.00,1.00,5.00,,1.00,,8.00,,1.00,,,,,,,,,,,<0.5,15.28,<0.5,<0.5,<0.5,<0.5,<0.5,,
