"SPECIES","region","Year","count"
"Sockeye","Nass",1995,5
"Sockeye","Nass",1996,4
"Sockeye","Nass",1997,4
"Sockeye","Nass",1998,4
"Sockeye","Nass",1999,4
"Sockeye","Nass",2000,3
"Sockeye","Nass",2001,2
"Sockeye","Nass",2002,3
"Sockeye","Nass",2003,3
"Sockeye","Nass",2004,2
"Sockeye","Nass",2005,4
"Sockeye","Nass",2006,4
"Sockeye","Nass",2007,4
"Sockeye","Nass",2008,5
"Sockeye","Nass",2009,5
"Sockeye","Nass",2010,6
"Sockeye","Nass",2011,4
"Sockeye","Nass",2012,6
"Sockeye","Nass",2013,6
"Sockeye","Nass",2014,7
"Sockeye","Nass",2015,8
"Sockeye","Nass",2016,8
"Sockeye","Nass",2017,5
"Sockeye","Nass",2018,5
"Sockeye","Nass",2019,6
"Sockeye","Nass",2020,2
"Sockeye","Nass",2021,4
"Sockeye","Nass",2022,5
"Sockeye","Skeena",1928,2
"Sockeye","Skeena",1929,1
"Sockeye","Skeena",1930,2
"Sockeye","Skeena",1933,1
"Sockeye","Skeena",1934,10
"Sockeye","Skeena",1935,10
"Sockeye","Skeena",1936,12
"Sockeye","Skeena",1937,18
"Sockeye","Skeena",1938,17
"Sockeye","Skeena",1939,16
"Sockeye","Skeena",1940,22
"Sockeye","Skeena",1941,22
"Sockeye","Skeena",1942,15
"Sockeye","Skeena",1943,6
"Sockeye","Skeena",1944,20
"Sockeye","Skeena",1945,19
"Sockeye","Skeena",1946,19
"Sockeye","Skeena",1947,33
"Sockeye","Skeena",1948,32
"Sockeye","Skeena",1949,34
"Sockeye","Skeena",1950,36
"Sockeye","Skeena",1951,39
"Sockeye","Skeena",1952,33
"Sockeye","Skeena",1953,41
"Sockeye","Skeena",1954,39
"Sockeye","Skeena",1955,32
"Sockeye","Skeena",1956,34
"Sockeye","Skeena",1957,38
"Sockeye","Skeena",1958,37
"Sockeye","Skeena",1959,41
"Sockeye","Skeena",1960,37
"Sockeye","Skeena",1961,38
"Sockeye","Skeena",1962,42
"Sockeye","Skeena",1963,40
"Sockeye","Skeena",1964,51
"Sockeye","Skeena",1965,49
"Sockeye","Skeena",1966,47
"Sockeye","Skeena",1967,46
"Sockeye","Skeena",1968,45
"Sockeye","Skeena",1969,43
"Sockeye","Skeena",1970,51
"Sockeye","Skeena",1971,42
"Sockeye","Skeena",1972,47
"Sockeye","Skeena",1973,50
"Sockeye","Skeena",1974,46
"Sockeye","Skeena",1975,47
"Sockeye","Skeena",1976,41
"Sockeye","Skeena",1977,48
"Sockeye","Skeena",1978,52
"Sockeye","Skeena",1979,45
"Sockeye","Skeena",1980,53
"Sockeye","Skeena",1981,50
"Sockeye","Skeena",1982,47
"Sockeye","Skeena",1983,43
"Sockeye","Skeena",1984,40
"Sockeye","Skeena",1985,44
"Sockeye","Skeena",1986,42
"Sockeye","Skeena",1987,47
"Sockeye","Skeena",1988,45
"Sockeye","Skeena",1989,38
"Sockeye","Skeena",1990,41
"Sockeye","Skeena",1991,39
"Sockeye","Skeena",1992,46
"Sockeye","Skeena",1993,38
"Sockeye","Skeena",1994,35
"Sockeye","Skeena",1995,42
"Sockeye","Skeena",1996,39
"Sockeye","Skeena",1997,38
"Sockeye","Skeena",1998,29
"Sockeye","Skeena",1999,32
"Sockeye","Skeena",2000,34
"Sockeye","Skeena",2001,41
"Sockeye","Skeena",2002,36
"Sockeye","Skeena",2003,40
"Sockeye","Skeena",2004,37
"Sockeye","Skeena",2005,38
"Sockeye","Skeena",2006,34
"Sockeye","Skeena",2007,37
"Sockeye","Skeena",2008,36
"Sockeye","Skeena",2009,40
"Sockeye","Skeena",2010,36
"Sockeye","Skeena",2011,47
"Sockeye","Skeena",2012,42
"Sockeye","Skeena",2013,28
"Sockeye","Skeena",2014,26
"Sockeye","Skeena",2015,35
"Sockeye","Skeena",2016,32
"Sockeye","Skeena",2017,32
"Sockeye","Skeena",2018,34
"Sockeye","Skeena",2019,37
"Sockeye","Skeena",2020,31
"Sockeye","Skeena",2021,28
"Sockeye","Skeena",2022,33
"Sockeye","Transboundary",1959,1
"Sockeye","Transboundary",1960,1
"Sockeye","Transboundary",1961,1
"Sockeye","Transboundary",1962,1
"Sockeye","Transboundary",1963,1
"Sockeye","Transboundary",1964,1
"Sockeye","Transboundary",1965,1
"Sockeye","Transboundary",1966,1
"Sockeye","Transboundary",1967,1
"Sockeye","Transboundary",1968,1
"Sockeye","Transboundary",1969,1
"Sockeye","Transboundary",1970,1
"Sockeye","Transboundary",1971,1
"Sockeye","Transboundary",1972,1
"Sockeye","Transboundary",1973,1
"Sockeye","Transboundary",1974,1
"Sockeye","Transboundary",1975,1
"Sockeye","Transboundary",1976,2
"Sockeye","Transboundary",1977,2
"Sockeye","Transboundary",1978,2
"Sockeye","Transboundary",1979,3
"Sockeye","Transboundary",1980,4
"Sockeye","Transboundary",1981,4
"Sockeye","Transboundary",1982,3
"Sockeye","Transboundary",1983,4
"Sockeye","Transboundary",1984,12
"Sockeye","Transboundary",1985,15
"Sockeye","Transboundary",1986,15
"Sockeye","Transboundary",1987,16
"Sockeye","Transboundary",1988,18
"Sockeye","Transboundary",1989,19
"Sockeye","Transboundary",1990,16
"Sockeye","Transboundary",1991,15
"Sockeye","Transboundary",1992,17
"Sockeye","Transboundary",1993,18
"Sockeye","Transboundary",1994,17
"Sockeye","Transboundary",1995,17
"Sockeye","Transboundary",1996,17
"Sockeye","Transboundary",1997,16
"Sockeye","Transboundary",1998,16
"Sockeye","Transboundary",1999,12
"Sockeye","Transboundary",2000,4
"Sockeye","Transboundary",2001,7
"Sockeye","Transboundary",2002,13
"Sockeye","Transboundary",2003,14
"Sockeye","Transboundary",2004,14
"Sockeye","Transboundary",2005,16
"Sockeye","Transboundary",2006,16
"Sockeye","Transboundary",2007,13
"Sockeye","Transboundary",2008,8
"Sockeye","Transboundary",2009,8
"Sockeye","Transboundary",2010,11
"Sockeye","Transboundary",2011,6
"Sockeye","Transboundary",2012,9
"Sockeye","Transboundary",2013,13
"Sockeye","Transboundary",2014,13
"Sockeye","Transboundary",2015,7
"Sockeye","Transboundary",2016,13
"Sockeye","Transboundary",2017,13
"Sockeye","Transboundary",2018,13
"Sockeye","Transboundary",2019,8
"Sockeye","Transboundary",2020,7
"Sockeye","Transboundary",2021,6
"Sockeye","Transboundary",2022,1
"Sockeye","Vancouver Island & Mainland Inlets",1934,2
"Sockeye","Vancouver Island & Mainland Inlets",1935,2
"Sockeye","Vancouver Island & Mainland Inlets",1936,2
"Sockeye","Vancouver Island & Mainland Inlets",1937,2
"Sockeye","Vancouver Island & Mainland Inlets",1938,1
"Sockeye","Vancouver Island & Mainland Inlets",1939,2
"Sockeye","Vancouver Island & Mainland Inlets",1940,2
"Sockeye","Vancouver Island & Mainland Inlets",1942,2
"Sockeye","Vancouver Island & Mainland Inlets",1943,2
"Sockeye","Vancouver Island & Mainland Inlets",1944,2
"Sockeye","Vancouver Island & Mainland Inlets",1946,1
"Sockeye","Vancouver Island & Mainland Inlets",1947,1
"Sockeye","Vancouver Island & Mainland Inlets",1948,1
"Sockeye","Vancouver Island & Mainland Inlets",1949,1
"Sockeye","Vancouver Island & Mainland Inlets",1950,2
"Sockeye","Vancouver Island & Mainland Inlets",1951,2
"Sockeye","Vancouver Island & Mainland Inlets",1952,2
"Sockeye","Vancouver Island & Mainland Inlets",1953,31
"Sockeye","Vancouver Island & Mainland Inlets",1954,36
"Sockeye","Vancouver Island & Mainland Inlets",1955,36
"Sockeye","Vancouver Island & Mainland Inlets",1956,37
"Sockeye","Vancouver Island & Mainland Inlets",1957,39
"Sockeye","Vancouver Island & Mainland Inlets",1958,41
"Sockeye","Vancouver Island & Mainland Inlets",1959,40
"Sockeye","Vancouver Island & Mainland Inlets",1960,39
"Sockeye","Vancouver Island & Mainland Inlets",1961,36
"Sockeye","Vancouver Island & Mainland Inlets",1962,38
"Sockeye","Vancouver Island & Mainland Inlets",1963,34
"Sockeye","Vancouver Island & Mainland Inlets",1964,39
"Sockeye","Vancouver Island & Mainland Inlets",1965,34
"Sockeye","Vancouver Island & Mainland Inlets",1966,32
"Sockeye","Vancouver Island & Mainland Inlets",1967,33
"Sockeye","Vancouver Island & Mainland Inlets",1968,35
"Sockeye","Vancouver Island & Mainland Inlets",1969,32
"Sockeye","Vancouver Island & Mainland Inlets",1970,35
"Sockeye","Vancouver Island & Mainland Inlets",1971,43
"Sockeye","Vancouver Island & Mainland Inlets",1972,36
"Sockeye","Vancouver Island & Mainland Inlets",1973,39
"Sockeye","Vancouver Island & Mainland Inlets",1974,41
"Sockeye","Vancouver Island & Mainland Inlets",1975,41
"Sockeye","Vancouver Island & Mainland Inlets",1976,49
"Sockeye","Vancouver Island & Mainland Inlets",1977,51
"Sockeye","Vancouver Island & Mainland Inlets",1978,63
"Sockeye","Vancouver Island & Mainland Inlets",1979,54
"Sockeye","Vancouver Island & Mainland Inlets",1980,45
"Sockeye","Vancouver Island & Mainland Inlets",1981,55
"Sockeye","Vancouver Island & Mainland Inlets",1982,46
"Sockeye","Vancouver Island & Mainland Inlets",1983,49
"Sockeye","Vancouver Island & Mainland Inlets",1984,29
"Sockeye","Vancouver Island & Mainland Inlets",1985,65
"Sockeye","Vancouver Island & Mainland Inlets",1986,45
"Sockeye","Vancouver Island & Mainland Inlets",1987,36
"Sockeye","Vancouver Island & Mainland Inlets",1988,41
"Sockeye","Vancouver Island & Mainland Inlets",1989,45
"Sockeye","Vancouver Island & Mainland Inlets",1990,54
"Sockeye","Vancouver Island & Mainland Inlets",1991,53
"Sockeye","Vancouver Island & Mainland Inlets",1992,49
"Sockeye","Vancouver Island & Mainland Inlets",1993,61
"Sockeye","Vancouver Island & Mainland Inlets",1994,41
"Sockeye","Vancouver Island & Mainland Inlets",1995,50
"Sockeye","Vancouver Island & Mainland Inlets",1996,59
"Sockeye","Vancouver Island & Mainland Inlets",1997,136
"Sockeye","Vancouver Island & Mainland Inlets",1998,72
"Sockeye","Vancouver Island & Mainland Inlets",1999,51
"Sockeye","Vancouver Island & Mainland Inlets",2000,53
"Sockeye","Vancouver Island & Mainland Inlets",2001,59
"Sockeye","Vancouver Island & Mainland Inlets",2002,50
"Sockeye","Vancouver Island & Mainland Inlets",2003,42
"Sockeye","Vancouver Island & Mainland Inlets",2004,36
"Sockeye","Vancouver Island & Mainland Inlets",2005,40
"Sockeye","Vancouver Island & Mainland Inlets",2006,44
"Sockeye","Vancouver Island & Mainland Inlets",2007,37
"Sockeye","Vancouver Island & Mainland Inlets",2008,37
"Sockeye","Vancouver Island & Mainland Inlets",2009,50
"Sockeye","Vancouver Island & Mainland Inlets",2010,51
"Sockeye","Vancouver Island & Mainland Inlets",2011,52
"Sockeye","Vancouver Island & Mainland Inlets",2012,35
"Sockeye","Vancouver Island & Mainland Inlets",2013,37
"Sockeye","Vancouver Island & Mainland Inlets",2014,41
"Sockeye","Vancouver Island & Mainland Inlets",2015,45
"Sockeye","Vancouver Island & Mainland Inlets",2016,43
"Sockeye","Vancouver Island & Mainland Inlets",2017,44
"Sockeye","Vancouver Island & Mainland Inlets",2018,43
"Sockeye","Vancouver Island & Mainland Inlets",2019,39
"Sockeye","Vancouver Island & Mainland Inlets",2020,43
"Sockeye","Vancouver Island & Mainland Inlets",2021,47
"Sockeye","Vancouver Island & Mainland Inlets",2022,52
